NAME,pop,tract_fire_counts,geoid
"Census Tract 4005.01, Los Angeles County, California",2097,20,06037400501
"Census Tract 4013.03, Los Angeles County, California",2183,1,06037401303
"Census Tract 4013.04, Los Angeles County, California",5935,1,06037401304
"Census Tract 103.02, Yolo County, California",8540,2,06113010302
"Census Tract 103.10, Yolo County, California",5502,2,06113010310
"Census Tract 1066.45, Los Angeles County, California",3491,1,06037106645
"Census Tract 1171.02, Los Angeles County, California",2839,1,06037117102
"Census Tract 3922, Contra Costa County, California",12241,3,06013392200
"Census Tract 305.04, El Dorado County, California",2425,14,06017030504
"Census Tract 305.05, El Dorado County, California",2456,19,06017030505
"Census Tract 307.06, El Dorado County, California",6223,2,06017030706
"Census Tract 55.25, Fresno County, California",1027,2,06019005525
"Census Tract 58.05, Fresno County, California",5795,6,06019005805
"Census Tract 59.05, Fresno County, California",7248,60,06019005905
"Census Tract 59.12, Fresno County, California",4745,11,06019005912
"Census Tract 64.05, Fresno County, California",5306,15,06019006405
"Census Tract 65.01, Fresno County, California",6601,61,06019006501
"Census Tract 65.02, Fresno County, California",4463,29,06019006502
"Census Tract 20.15, San Bernardino County, California",4820,2,06071002015
"Census Tract 20.21, San Bernardino County, California",5330,11,06071002021
"Census Tract 20.22, San Bernardino County, California",13151,8,06071002022
"Census Tract 427.26, Riverside County, California",9285,3,06065042726
"Census Tract 316, El Dorado County, California",3317,1,06017031600
"Census Tract 319, El Dorado County, California",75,678,06017031900
"Census Tract 320, El Dorado County, California",834,79,06017032000
"Census Tract 427.37, Riverside County, California",2538,7,06065042737
"Census Tract 427.42, Riverside County, California",4718,1,06065042742
"Census Tract 427.44, Riverside County, California",4422,3,06065042744
"Census Tract 427.45, Riverside County, California",5405,9,06065042745
"Census Tract 430.07, Riverside County, California",7121,36,06065043007
"Census Tract 430.08, Riverside County, California",7473,163,06065043008
"Census Tract 430.09, Riverside County, California",5669,5,06065043009
"Census Tract 430.10, Riverside County, California",5721,6,06065043010
"Census Tract 432.39, Riverside County, California",7847,5,06065043239
"Census Tract 432.47, Riverside County, California",13492,2,06065043247
"Census Tract 20.34, San Bernardino County, California",15816,1,06071002034
"Census Tract 20.35, San Bernardino County, California",7268,1,06071002035
"Census Tract 22.07, San Bernardino County, California",5063,5241,06071002207
"Census Tract 52.05, Sacramento County, California",1959,5,06067005205
"Census Tract 52.05, Ventura County, California",6026,5,06111005205
"Census Tract 93.24, Sacramento County, California",2948,5,06067009324
"Census Tract 93.25, Sacramento County, California",780,14,06067009325
"Census Tract 27.04, San Bernardino County, California",11582,485,06071002704
"Census Tract 1.21, Calaveras County, California",4381,9,06009000121
"Census Tract 1.22, Calaveras County, California",3678,40,06009000122
"Census Tract 3020.06, Contra Costa County, California",3816,1,06013302006
"Census Tract 3020.07, Contra Costa County, California",6990,3,06013302007
"Census Tract 3020.08, Contra Costa County, California",8656,8,06013302008
"Census Tract 3020.09, Contra Costa County, California",7531,2,06013302009
"Census Tract 93.29, Sacramento County, California",2420,2,06067009329
"Census Tract 94.07, Sacramento County, California",10691,1,06067009407
"Census Tract 94.08, Sacramento County, California",2078,12,06067009408
"Census Tract 96.38, Sacramento County, California",10988,38,06067009638
"Census Tract 99, Sacramento County, California",3697,346,06067009900
"Census Tract 9883, Sacramento County, California",5382,1,06067988300
"Census Tract 1.15, San Bernardino County, California",7486,5,06071000115
"Census Tract 3031.02, Contra Costa County, California",9218,1,06013303102
"Census Tract 3031.03, Contra Costa County, California",13027,13,06013303103
"Census Tract 3032.02, Contra Costa County, California",7294,1,06013303202
"Census Tract 3032.05, Contra Costa County, California",8818,4,06013303205
"Census Tract 3040.01, Contra Costa County, California",4966,7,06013304001
"Census Tract 3040.02, Contra Costa County, California",1483,38,06013304002
"Census Tract 3040.05, Contra Costa County, California",8623,7,06013304005
"Census Tract 3132.03, Contra Costa County, California",3299,642,06013313203
"Census Tract 3132.04, Contra Costa County, California",5711,697,06013313204
"Census Tract 1211.02, Los Angeles County, California",2724,791,06037121102
"Census Tract 2501.06, Solano County, California",4802,1,06095250106
"Census Tract 2506.04, Solano County, California",3862,3,06095250604
"Census Tract 2508.01, Solano County, California",4073,7,06095250801
"Census Tract 2523.10, Solano County, California",2941,14,06095252310
"Census Tract 2523.14, Solano County, California",4466,1,06095252314
"Census Tract 2523.17, Solano County, California",8551,9,06095252317
"Census Tract 2529.15, Solano County, California",4867,2,06095252915
"Census Tract 432.54, Riverside County, California",5238,7,06065043254
"Census Tract 432.71, Riverside County, California",3990,2,06065043271
"Census Tract 432.72, Riverside County, California",4930,7,06065043272
"Census Tract 432.79, Riverside County, California",5262,1,06065043279
"Census Tract 433.17, Riverside County, California",8830,2,06065043317
"Census Tract 435.17, Riverside County, California",7639,3,06065043517
"Census Tract 438.12, Riverside County, California",5888,31,06065043812
"Census Tract 438.13, Riverside County, California",5168,247,06065043813
"Census Tract 438.22, Riverside County, California",3602,14,06065043822
"Census Tract 438.23, Riverside County, California",9680,23,06065043823
"Census Tract 35.03, San Bernardino County, California",5920,1,06071003503
"Census Tract 2532.05, Solano County, California",3145,2,06095253205
"Census Tract 2534.03, Solano County, California",4983,2,06095253403
"Census Tract 1502.03, Sonoma County, California",4906,1,06097150203
"Census Tract 1503.05, Sonoma County, California",6264,2,06097150305
"Census Tract 1503.06, Sonoma County, California",4078,57,06097150306
"Census Tract 9809, San Francisco County, California",272,3,06075980900
"Census Tract 3451.13, Contra Costa County, California",4566,1,06013345113
"Census Tract 3451.14, Contra Costa County, California",6633,1,06013345114
"Census Tract 3551.07, Contra Costa County, California",5432,9,06013355107
"Census Tract 3551.08, Contra Costa County, California",13712,2,06013355108
"Census Tract 3551.11, Contra Costa County, California",6059,1,06013355111
"Census Tract 3551.12, Contra Costa County, California",5492,18,06013355112
"Census Tract 34.09, San Joaquin County, California",4260,2,06077003409
"Census Tract 1320.01, Los Angeles County, California",3613,1,06037132001
"Census Tract 1344.24, Los Angeles County, California",2844,9,06037134424
"Census Tract 3551.17, Contra Costa County, California",7506,4,06013355117
"Census Tract 3553.06, Contra Costa County, California",5073,102,06013355306
"Census Tract 41.05, San Joaquin County, California",4766,4,06077004105
"Census Tract 41.06, San Joaquin County, California",1774,80,06077004106
"Census Tract 1506.12, Sonoma County, California",4628,50,06097150612
"Census Tract 1529.06, Sonoma County, California",5636,2,06097152906
"Census Tract 1516.01, Sonoma County, California",2990,216,06097151601
"Census Tract 1516.02, Sonoma County, California",3129,178,06097151602
"Census Tract 1529.05, Sonoma County, California",4582,2,06097152905
"Census Tract 1531.03, Sonoma County, California",4262,1,06097153103
"Census Tract 1538.07, Sonoma County, California",3622,428,06097153807
"Census Tract 1538.09, Sonoma County, California",4380,1,06097153809
"Census Tract 1542.01, Sonoma County, California",3874,2,06097154201
"Census Tract 1542.02, Sonoma County, California",5846,7,06097154202
"Census Tract 1543.03, Sonoma County, California",1567,5,06097154303
"Census Tract 1543.04, Sonoma County, California",2313,27,06097154304
"Census Tract 5.10, Stanislaus County, California",9524,2,06099000510
"Census Tract 422.05, Orange County, California",7087,5,06059042205
"Census Tract 626.33, Orange County, California",6624,3,06059062633
"Census Tract 104.12, San Bernardino County, California",7530,3,06071010412
"Census Tract 5120.17, Santa Clara County, California",8406,1,06085512017
"Census Tract 5120.31, Santa Clara County, California",4488,1,06085512031
"Census Tract 504.02, Sutter County, California",3914,17,06101050402
"Census Tract 504.03, Sutter County, California",3765,16,06101050403
"Census Tract 507.01, Sutter County, California",4690,124,06101050701
"Census Tract 507.02, Sutter County, California",6158,351,06101050702
"Census Tract 51.31, San Joaquin County, California",5912,841,06077005131
"Census Tract 51.32, San Joaquin County, California",3113,1,06077005132
"Census Tract 52.07, San Joaquin County, California",14007,3,06077005207
"Census Tract 51.35, San Joaquin County, California",7792,3,06077005135
"Census Tract 52.06, San Joaquin County, California",23903,23,06077005206
"Census Tract 52.09, San Joaquin County, California",7387,1,06077005209
"Census Tract 100.02, San Luis Obispo County, California",4526,1450,06079010002
"Census Tract 104.04, San Luis Obispo County, California",2144,2,06079010404
"Census Tract 12.06, Ventura County, California",741,1132,06111001206
"Census Tract 12.06, Santa Barbara County, California",4344,1132,06083001206
"Census Tract 12.06, Nevada County, California",6716,1132,06057001206
"Census Tract 103.06, Monterey County, California",1441,2,06053010306
"Census Tract 113.03, Monterey County, California",4528,125,06053011303
"Census Tract 113.04, Monterey County, California",7577,45,06053011304
"Census Tract 116.04, Monterey County, California",2179,313,06053011604
"Census Tract 5439.05, Los Angeles County, California",4673,69,06037543905
"Census Tract 5440.02, Los Angeles County, California",3339,2,06037544002
"Census Tract 47.16, Ventura County, California",5124,6,06111004716
"Census Tract 74.05, Ventura County, California",5964,173,06111007405
"Census Tract 75.09, Ventura County, California",4552,36,06111007509
"Census Tract 75.10, Ventura County, California",6031,26,06111007510
"Census Tract 75.11, Ventura County, California",2443,97,06111007511
"Census Tract 75.12, Ventura County, California",5444,3,06111007512
"Census Tract 76.13, Ventura County, California",4666,18,06111007613
"Census Tract 76.14, Ventura County, California",8417,40,06111007614
"Census Tract 141.07, Monterey County, California",7762,54,06053014107
"Census Tract 148, Monterey County, California",6417,34,06053014800
"Census Tract 2008.03, Napa County, California",2107,2,06055200803
"Census Tract 2010.03, Napa County, California",5370,143,06055201003
"Census Tract 2010.05, Napa County, California",2423,1,06055201005
"Census Tract 2011.02, Napa County, California",1803,550,06055201102
"Census Tract 2014.03, Napa County, California",682,518,06055201403
"Census Tract 6028.01, Los Angeles County, California",3255,1,06037602801
"Census Tract 12.05, Nevada County, California",5047,1,06057001205
"Census Tract 205.01, Placer County, California",2999,3,06061020501
"Census Tract 209.08, Placer County, California",7375,2,06061020908
"Census Tract 210.38, Placer County, California",7393,1,06061021038
